AccountReference,Farm,Field_Group,Field,Field Name,Crop_Type,LY_Crop_Type_MAP,DrillingDate,Soil_Type,Variety,Field Ha,Total Yield,ProductName,Applied date,Quantity kg
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"30",Long Lane 14,Barley Winter,Winter Wheat,09/10/2021,Medium Chalk,SY Thunderbolt,7,62.79,MOP 60%,13/04/2022,1273.93
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"31",Moonlight,Barley Winter,Spring Wheat,09/10/2021,Shallow Chalk,SY Thunderbolt,25,241,Nitram,03/05/2022,3507.31
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"31",Moonlight,Barley Winter,Spring Wheat,09/10/2021,Shallow Chalk,SY Thunderbolt,25,241,MOP 60%,13/04/2022,3218.72
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"32",Goldies,Barley Winter,Winter Wheat,11/10/2021,Shallow Chalk,SY Armadillo,37,332.26,18-46-00 Di Ammonium Phosphate,07/03/2022,3300
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"32",Goldies,Barley Winter,Winter Wheat,11/10/2021,Shallow Chalk,SY Armadillo,37,332.26,MOP 60%,19/04/2022,4800
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"33",The Chase.,Wheat Winter,Spring Beans,12/10/2021,Medium Chalk,KWS Extase,20,223.2,Nitram,12/05/2022,3538.75
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"34",Kinghams,Wheat Winter,NULL,15/10/2021,Medium Chalk,Graham,6.5,75.53,Nitram,12/05/2022,1150.09
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"35",Woodsend.,Wheat Winter,NULL,15/10/2021,Medium Chalk,Graham,10.5,117.915,Nitram,12/05/2022,1769.38
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"36",18 September,Wheat Winter,Winter Oilseed Rape,16/10/2021,Shallow Chalk,Graham,14.5,153.555,Nitram,12/05/2022,2850.66
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"37",Hilltop.,Wheat Winter,Winter Wheat,16/10/2021,Medium Chalk,Skyfall,16,161.28,Liquid 30N,02/05/2022,2409
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"37",Hilltop.,Wheat Winter,Winter Wheat,16/10/2021,Medium Chalk,Skyfall,16,161.28,Nitram,18/05/2022,3000
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"38",Stapletons 15,Wheat Winter,Spring Barley,17/10/2021,Medium Chalk,KWS Extase,12,136.08,Nitram,12/05/2022,2359.17
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"39",Georges Field,Wheat Winter,Spring Beans,17/10/2021,Shallow Chalk,Skyfall,30,339,Liquid 30N,02/05/2022,4440
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"39",Georges Field,Wheat Winter,Spring Beans,17/10/2021,Shallow Chalk,Skyfall,30,339,Nitram,18/05/2022,5400
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"39",Georges Field,Wheat Winter,Spring Beans,17/10/2021,Shallow Chalk,Skyfall,30,339,MOP 60%,13/04/2022,727.96
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"40",Leighs Meadow 14,Wheat Winter,Winter Oilseed Rape,18/10/2021,Medium Chalk,Graham,20.5,220.785,Nitram,12/05/2022,3931.95
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"41",Witcombe 08,Wheat Winter,Winter Oilseed Rape,23/10/2021,Medium Chalk,LG Illuminate,23,232.07,Liquid 30N,15/05/2022,4502
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"41",Witcombe 08,Wheat Winter,Winter Oilseed Rape,23/10/2021,Medium Chalk,LG Illuminate,23,232.07,Liquid 30N,13/04/2022,3707
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"42",Trenches 05,Wheat Winter,Winter Oilseed Rape,24/10/2021,Medium Chalk,Graham,33,332.64,Liquid 30N,15/05/2022,6440
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"42",Trenches 05,Wheat Winter,Winter Oilseed Rape,24/10/2021,Medium Chalk,Graham,33,332.64,MOP 60%,13/04/2022,5559.61
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"43",Pork,Wheat Winter,Winter Oilseed Rape,25/10/2021,Medium Chalk,LG Illuminate,12,123.24,Liquid 30N,15/05/2022,2455
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"43",Pork,Wheat Winter,Winter Oilseed Rape,25/10/2021,Medium Chalk,LG Illuminate,12,123.24,Liquid 30N,13/04/2022,1933
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"44",Hillwood-,Wheat Winter,NULL,26/10/2021,Medium Chalk,KWS Extase,13,111.8,Nitram,10/05/2022,2373.91
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"44",Hillwood-,Wheat Winter,NULL,26/10/2021,Medium Chalk,KWS Extase,13,111.8,MOP 60%,13/04/2022,1455.92
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"45",Hills,Wheat Winter,Winter Wheat,28/10/2021,Medium Chalk,KWS Extase,17,186.83,Nitram,10/05/2022,3104.35
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"45",Hills,Wheat Winter,Winter Wheat,28/10/2021,Medium Chalk,KWS Extase,17,186.83,MOP 60%,13/04/2022,1455.92
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"46",Baskervilles,Barley Spring,Spring Barley,22/03/2022,Medium Chalk,Laureate,11,71.84,18-46-00 Di Ammonium Phosphate,22/03/2022,1066.67
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"46",Baskervilles,Barley Spring,Spring Barley,22/03/2022,Medium Chalk,Laureate,11,71.84,Liquid 30N,02/05/2022,2486
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"46",Baskervilles,Barley Spring,Spring Barley,22/03/2022,Medium Chalk,Laureate,11,71.84,MOP 60%,19/04/2022,545.97
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"47",Miss Gentry,Barley Spring,Spring Barley,22/03/2022,Shallow Chalk,Laureate,12,92.28,18-46-00 Di Ammonium Phosphate,22/03/2022,1163.64
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"47",Miss Gentry,Barley Spring,Spring Barley,22/03/2022,Shallow Chalk,Laureate,12,92.28,Liquid 30N,02/05/2022,2679
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"47",Miss Gentry,Barley Spring,Spring Barley,22/03/2022,Shallow Chalk,Laureate,12,92.28,MOP 60%,19/04/2022,1658.13
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"48",Hill Bottom,Barley Spring,Winter Wheat,22/03/2022,Medium Chalk,Laureate,13,104.91,18-46-00 Di Ammonium Phosphate,22/03/2022,1260.61
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"48",Hill Bottom,Barley Spring,Winter Wheat,22/03/2022,Medium Chalk,Laureate,13,104.91,Liquid 30N,02/05/2022,2922
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"49",Jones Field,Barley Spring,Winter Wheat,24/03/2022,Shallow Chalk,Laureate,25,205.75,18-46-00 Di Ammonium Phosphate,24/03/2022,3781.82
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"49",Jones Field,Barley Spring,Winter Wheat,24/03/2022,Shallow Chalk,Laureate,25,205.75,Liquid 30N,02/05/2022,5400
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"49",Jones Field,Barley Spring,Winter Wheat,24/03/2022,Shallow Chalk,Laureate,25,205.75,MOP 60%,19/04/2022,3548.82
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"50",Miss Taylor,Barley Spring,Winter Wheat,25/03/2022,Shallow Chalk,Laureate,4,28.1106,18-46-00 Di Ammonium Phosphate,25/03/2022,387.88
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"50",Miss Taylor,Barley Spring,Winter Wheat,25/03/2022,Shallow Chalk,Laureate,4,28.1106,Liquid 30N,02/05/2022,989
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"50",Miss Taylor,Barley Spring,Winter Wheat,25/03/2022,Shallow Chalk,Laureate,4,28.1106,MOP 60%,19/04/2022,682.76
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"51",Mercylands,Barley Spring,Winter Wheat,26/03/2022,Medium Chalk,Laureate,20,169,18-46-00 Di Ammonium Phosphate,26/03/2022,1939.39
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"51",Mercylands,Barley Spring,Winter Wheat,26/03/2022,Medium Chalk,Laureate,20,169,Liquid 30N,02/05/2022,4550
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"51",Mercylands,Barley Spring,Winter Wheat,26/03/2022,Medium Chalk,Laureate,20,169,MOP 60%,19/04/2022,975.37
LAWT0005|CHAS0002|KING0033|KING0034,"1",Laines Farm,"52",Bomfords.,Beans Dried Spring,Spring Barley,29/03/2022,Medium Chalk,Yukon,14,65.66,MOP 60%,19/04/2022,636.97
LAWT0005|CHAS0002|KING0033|KING0034,"1",North Farm FGrp,"53",Black Gate,Rape Winter,NULL,12/08/2021,Shallow Chalk,Aurelia,16,62.62,18-46-00 Di Ammonium Phosphate,12/08/2021,870.09
LAWT0005|CHAS0002|KING0033|KING0034,"1",North Farm FGrp,"53",Black Gate,Rape Winter,NULL,12/08/2021,Shallow Chalk,Aurelia,16,62.62,Nitram,17/03/2022,2000
