AccountReference,Farm,Farm_Name,Field_ID,Field_Name,Contour_ID,Crop_Type,LY_Crop_Type_MAP,DrillingDate,Soil_Type,Variety,Field Ha,Total Yield,ProductName,Applied date,Quantity kg,kg CO2/kg fert,kg CO2/application,Field fert total kg CO2,Fert kg CO2/t grain,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,49,Jones Field,542,Barley Spring,Winter Wheat,24/03/2022,Shallow Chalk,Laureate,25,205.75,Liquid 30N,02/05/2022,5400,1.06,5724,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,49,Jones Field,542,Barley Spring,Winter Wheat,24/03/2022,Shallow Chalk,Laureate,25,205.75,MOP 60%,19/04/2022,3548.82,0.28,994,9358,45.48,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,22,Rooksbury-,543,Rape Winter,Winter Barley,20/08/2021,Shallow Chalk,Aurelia,11,44.99,18-46-00 Di Ammonium Phosphate,20/08/2021,1174.83,0.6981,820,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,22,Rooksbury-,543,Rape Winter,Winter Barley,20/08/2021,Shallow Chalk,Aurelia,11,44.99,Ammonium Sulphate,26/02/2022,1375,0.6,825,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,22,Rooksbury-,543,Rape Winter,Winter Barley,20/08/2021,Shallow Chalk,Aurelia,11,44.99,MOP 60%,25/03/2022,682.76,0.28,191,1836,40.82,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,18,Church Field,544,Rape Winter,Winter Barley,13/08/2021,Shallow Chalk,Aurelia,31,105.71,18-46-00 Di Ammonium Phosphate,13/08/2021,3524.48,0.6981,2460,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,18,Church Field,544,Rape Winter,Winter Barley,13/08/2021,Shallow Chalk,Aurelia,31,105.71,Ammonium Sulphate,26/02/2022,3875,0.6,2325,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,18,Church Field,544,Rape Winter,Winter Barley,13/08/2021,Shallow Chalk,Aurelia,31,105.71,MOP 60%,25/03/2022,3457.82,0.28,968,5754,54.43,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,45,Hills,545,Wheat Winter,Winter Wheat,28/10/2021,Medium Chalk,KWS Extase,17,186.83,Nitram,10/05/2022,3104.35,1.25,3880,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,45,Hills,545,Wheat Winter,Winter Wheat,28/10/2021,Medium Chalk,KWS Extase,17,186.83,MOP 60%,13/04/2022,1455.92,0.28,408,4288,22.95,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,29,Mildenhalls,546,Barley Winter,Winter Wheat,08/10/2021,Shallow Chalk,Belfry,23,207,Ammonium Sulphate,05/03/2022,1700,0.6,1020,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,29,Mildenhalls,546,Barley Winter,Winter Wheat,08/10/2021,Shallow Chalk,Belfry,23,207,Nitram,18/03/2022,4800,1.25,6000,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,29,Mildenhalls,546,Barley Winter,Winter Wheat,08/10/2021,Shallow Chalk,Belfry,23,207,MOP 60%,13/04/2022,3608.87,0.28,1010,8030,38.79,
LAWT0005|CHAS0002|KING0033|KING0034,1,Baydon Hole Farm,4,Merricks North,1348,Barley Spring,Spring Barley,21/03/2022,Shallow Chalk,Laureate,18,134.1,18-46-00 Di Ammonium Phosphate,21/03/2022,2400,0.6981,1675,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Baydon Hole Farm,4,Merricks North,1348,Barley Spring,Spring Barley,21/03/2022,Shallow Chalk,Laureate,18,134.1,Ammonium Sulphate,15/04/2022,1500,0.6,900,2575,19.21,
LAWT0005|CHAS0002|KING0033|KING0034,1,Baydon Hole Farm,1,Merricks South,1349,Wheat Winter,Winter Wheat,26/10/2021,Shallow Chalk,KWS Extase,18,161.64,Liquid 30N,14/04/2022,3605,1.06,3821,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Baydon Hole Farm,1,Merricks South,1349,Wheat Winter,Winter Wheat,26/10/2021,Shallow Chalk,KWS Extase,18,161.64,Nitram,18/05/2022,1900,1.25,2375,6196,38.33,
LAWT0005|CHAS0002|KING0033|KING0034,1,Baydon Hole Farm,3,Baydon Hole Field,1353,Barley Spring,Spring Barley,20/03/2022,Shallow Chalk,Laureate,13,102.44,18-46-00 Di Ammonium Phosphate,20/03/2022,1733.33,0.6981,1210,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Baydon Hole Farm,3,Baydon Hole Field,1353,Barley Spring,Spring Barley,20/03/2022,Shallow Chalk,Laureate,13,102.44,Ammonium Sulphate,15/04/2022,1083.33,0.6,650,1860,18.16,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,69,Moonlight Upham,1358,Wheat Winter,Spring Beans,14/10/2021,Shallow Chalk,Costello,6,54,Liquid 30-0-0+10SO3,23/03/2022,1051.27,1.4,1472,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,69,Moonlight Upham,1358,Wheat Winter,Spring Beans,14/10/2021,Shallow Chalk,Costello,6,54,Nitram,14/05/2022,907.56,1.25,1134,2606,48.26,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,70,Dew Pond,1359,Wheat Winter,Spring Beans,14/10/2021,Medium Chalk,Costello,20,207,Liquid 30-0-0+10SO3,23/03/2022,3505.81,1.4,4908,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,70,Dew Pond,1359,Wheat Winter,Spring Beans,14/10/2021,Medium Chalk,Costello,20,207,Nitram,14/05/2022,3126.05,1.25,3908,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,70,Dew Pond,1359,Wheat Winter,Spring Beans,14/10/2021,Medium Chalk,Costello,20,207,MOP 60%,14/05/2022,3516.28,0.28,985,9800,47.34,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,71,Shipley Barn,1360,Wheat Winter,NULL,14/10/2021,Medium Chalk,Costello,21,238.35,18-46-00 Di Ammonium Phosphate,05/04/2022,1144.37,0.6981,799,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,71,Shipley Barn,1360,Wheat Winter,NULL,14/10/2021,Medium Chalk,Costello,21,238.35,Liquid 30-0-0+10SO3,23/03/2022,3679.91,1.4,5152,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,71,Shipley Barn,1360,Wheat Winter,NULL,14/10/2021,Medium Chalk,Costello,21,238.35,Nitram,14/05/2022,2823.53,1.25,3529,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,71,Shipley Barn,1360,Wheat Winter,NULL,14/10/2021,Medium Chalk,Costello,21,238.35,MOP 60%,14/05/2022,3516.28,0.28,985,10465,43.90,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Whitelands,1361,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,210.6,18-46-00 Di Ammonium Phosphate,05/04/2022,3623.84,0.6981,2530,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Whitelands,1361,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,210.6,Ammonium Sulphate,05/03/2022,1500,0.6,900,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Whitelands,1361,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,210.6,Nitram,14/05/2022,2521.01,1.25,3151,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Whitelands,1361,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,210.6,Nitram,26/03/2022,3900,1.25,4875,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Whitelands,1361,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,210.6,MOP 60%,14/05/2022,683.72,0.28,191,11648,55.31,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Shipley East,1362,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,204,18-46-00 Di Ammonium Phosphate,05/04/2022,3242.38,0.6981,2264,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Shipley East,1362,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,204,Ammonium Sulphate,05/03/2022,1500,0.6,900,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Shipley East,1362,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,204,Nitram,26/03/2022,3900,1.25,4875,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Shipley East,1362,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,204,Nitram,14/05/2022,2621.85,1.25,3277,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,72,Shipley East,1362,Wheat Winter,Winter Oilseed Rape,15/10/2021,Shallow Chalk,Costello,20,204,MOP 60%,14/05/2022,1660.47,0.28,465,11781,57.75,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,73,Malters Ridgeway,1364,Beans Dried Spring,Winter Wheat,28/03/2022,Medium Chalk,Fuego,31,140.74,MOP 60%,14/05/2022,2148.84,0.28,602,602,4.28,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,65,English Dene,1367,Rape Winter,Winter Barley,24/08/2021,Medium Chalk,Aurelia,15,52.8,Ammonium Sulphate,28/02/2022,1894.74,0.6,1137,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,65,English Dene,1367,Rape Winter,Winter Barley,24/08/2021,Medium Chalk,Aurelia,15,52.8,Liquid 30-0-0+10SO3,13/03/2022,2771.53,1.4,3880,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,65,English Dene,1367,Rape Winter,Winter Barley,24/08/2021,Medium Chalk,Aurelia,15,52.8,Nitram,30/03/2022,2134.95,1.25,2669,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,65,English Dene,1367,Rape Winter,Winter Barley,24/08/2021,Medium Chalk,Aurelia,15,52.8,Poultry Manure,17/08/2021,80.85366,,,7686,145.56,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,66,Reclaimed Down Uph,1368,Rape Winter,Winter Barley,25/08/2021,Medium Chalk,Aurelia,24,77.76,18-46-00 Di Ammonium Phosphate,05/04/2022,1430.46,0.6981,999,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,66,Reclaimed Down Uph,1368,Rape Winter,Winter Barley,25/08/2021,Medium Chalk,Aurelia,24,77.76,Ammonium Sulphate,28/02/2022,3031.58,0.6,1819,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,66,Reclaimed Down Uph,1368,Rape Winter,Winter Barley,25/08/2021,Medium Chalk,Aurelia,24,77.76,Liquid 30-0-0+10SO3,13/03/2022,4305.38,1.4,6028,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,66,Reclaimed Down Uph,1368,Rape Winter,Winter Barley,25/08/2021,Medium Chalk,Aurelia,24,77.76,Nitram,30/03/2022,4190.2,1.25,5238,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,66,Reclaimed Down Uph,1368,Rape Winter,Winter Barley,25/08/2021,Medium Chalk,Aurelia,24,77.76,Poultry Manure,17/08/2021,114.14634,,,14083,181.11,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,68,Summerleaze,1369,Barley Winter,Winter Wheat,12/10/2021,Shallow Chalk,Maris Otter,16,105.76,Liquid 30-0-0+10SO3,15/03/2022,3030.79,1.4,4243,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,68,Summerleaze,1369,Barley Winter,Winter Wheat,12/10/2021,Shallow Chalk,Maris Otter,16,105.76,Liquid 30-0-0+10SO3,11/04/2022,2507,1.4,3510,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,68,Summerleaze,1369,Barley Winter,Winter Wheat,12/10/2021,Shallow Chalk,Maris Otter,16,105.76,MOP 60%,14/05/2022,1074.42,0.28,301,8054,76.15,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,67,Pumphouse,1370,Barley Winter,Winter Wheat,10/10/2021,Medium Chalk,SY Armadillo,15,114.26,Liquid 30-0-0+10SO3,11/04/2022,1350,1.4,1890,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,67,Pumphouse,1370,Barley Winter,Winter Wheat,10/10/2021,Medium Chalk,SY Armadillo,15,114.26,Liquid 30-0-0+10SO3,21/03/2022,2901.16,1.4,4062,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Upham Farm,67,Pumphouse,1370,Barley Winter,Winter Wheat,10/10/2021,Medium Chalk,SY Armadillo,15,114.26,Nitram,03/05/2022,2160,1.25,2700,8652,75.72,
LAWT0005|CHAS0002|KING0033|KING0034,1,Chasewoods Farm,12,Baydon Road,1376,Wheat Winter,Winter Oats,14/10/2021,Shallow Chalk,KWS Extase,32,344,18-46-00 Di Ammonium Phosphate,05/04/2022,2765.56,0.6981,1931,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Chasewoods Farm,12,Baydon Road,1376,Wheat Winter,Winter Oats,14/10/2021,Shallow Chalk,KWS Extase,32,344,Liquid 30-0-0+10SO3,15/05/2022,6460,1.4,9044,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Chasewoods Farm,12,Baydon Road,1376,Wheat Winter,Winter Oats,14/10/2021,Shallow Chalk,KWS Extase,32,344,Liquid 30-0-0+10SO3,21/03/2022,5632,1.4,7885,18859,54.82,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,27,27 Acres 16,3776,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,SY Kingsbarn,11,91.52,Ammonium Sulphate,05/03/2022,800,0.6,480,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,27,27 Acres 16,3776,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,SY Kingsbarn,11,91.52,Nitram,03/05/2022,1102.3,1.25,1378,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,27,27 Acres 16,3776,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,SY Kingsbarn,11,91.52,Nitram,14/03/2022,2376,1.25,2970,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,27,27 Acres 16,3776,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,SY Kingsbarn,11,91.52,MOP 60%,13/04/2022,1455.92,0.28,408,5236,57.21,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,28,38 Acres.,3777,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,SY Kingsbarn,14,121.1,Ammonium Sulphate,05/03/2022,1100,0.6,660,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,28,38 Acres.,3777,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,SY Kingsbarn,14,121.1,Nitram,03/05/2022,1402.92,1.25,1754,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,28,38 Acres.,3777,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,SY Kingsbarn,14,121.1,Nitram,14/03/2022,3024,1.25,3780,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,28,38 Acres.,3777,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,SY Kingsbarn,14,121.1,MOP 60%,13/04/2022,1091.94,0.28,306,6499,53.67,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,47,Miss Gentry,3780,Barley Spring,Spring Barley,22/03/2022,Shallow Chalk,Laureate,12,92.28,18-46-00 Di Ammonium Phosphate,22/03/2022,1163.64,0.6981,812,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,47,Miss Gentry,3780,Barley Spring,Spring Barley,22/03/2022,Shallow Chalk,Laureate,12,92.28,Liquid 30N,02/05/2022,2679,1.06,2840,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,47,Miss Gentry,3780,Barley Spring,Spring Barley,22/03/2022,Shallow Chalk,Laureate,12,92.28,MOP 60%,19/04/2022,1658.13,0.28,464,4116,44.61,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,16,Lower Barn-,3781,Rape Winter,Winter Barley,11/08/2021,Medium Chalk,Aurelia,9.5,29.64,18-46-00 Di Ammonium Phosphate,11/08/2021,1174.83,0.6981,820,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,16,Lower Barn-,3781,Rape Winter,Winter Barley,11/08/2021,Medium Chalk,Aurelia,9.5,29.64,Ammonium Sulphate,26/02/2022,1187.5,0.6,713,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,16,Lower Barn-,3781,Rape Winter,Winter Barley,11/08/2021,Medium Chalk,Aurelia,9.5,29.64,MOP 60%,05/04/2022,909.95,0.28,255,1787,60.30,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,50,Miss Taylor,3782,Barley Spring,Winter Wheat,25/03/2022,Shallow Chalk,Laureate,4,28.1106,18-46-00 Di Ammonium Phosphate,25/03/2022,387.88,0.6981,271,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,50,Miss Taylor,3782,Barley Spring,Winter Wheat,25/03/2022,Shallow Chalk,Laureate,4,28.1106,Liquid 30N,02/05/2022,989,1.06,1048,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,50,Miss Taylor,3782,Barley Spring,Winter Wheat,25/03/2022,Shallow Chalk,Laureate,4,28.1106,MOP 60%,19/04/2022,682.76,0.28,191,1510,53.73,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,17,The Down-,3783,Rape Winter,Winter Barley,11/08/2021,Shallow Chalk,Aurelia,17.5,63,Ammonium Sulphate,26/02/2022,2187.5,0.6,1313,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,17,The Down-,3783,Rape Winter,Winter Barley,11/08/2021,Shallow Chalk,Aurelia,17.5,63,Poultry Manure,29/07/2021,100,,,1313,20.83,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,26,Mildenhall Bank,27876,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,Belfry,8,75.36,Nitram,03/05/2022,641.34,1.25,802,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,26,Mildenhall Bank,27876,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,Belfry,8,75.36,MOP 60%,13/04/2022,1267.98,0.28,355,1157,15.35,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,38,Stapletons 15,44879,Wheat Winter,Spring Barley,17/10/2021,Medium Chalk,KWS Extase,12,136.08,Nitram,12/05/2022,2359.17,1.25,2949,2949,21.67,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,28,The Hook 15,44880,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,Belfry,14,118.72,Nitram,03/05/2022,1964.09,1.25,2455,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,28,The Hook 15,44880,Barley Winter,Winter Wheat,08/10/2021,Medium Chalk,Belfry,14,118.72,MOP 60%,13/04/2022,1365.52,0.28,382,2837,23.90,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,24,News Field,300349,Wheat Winter,Spring Beans,27/09/2021,Medium Chalk,KWS Extase,9,96.66,Nitram,10/05/2022,1460.87,1.25,1826,1826,18.89,
LAWT0005|CHAS0002|KING0033|KING0034,1,Aldbourne Chase,23,Masons,300350,Wheat Winter,Spring Beans,27/09/2021,Medium Chalk,KWS Extase,2,19.94,Nitram,10/05/2022,365.22,1.25,457,457,22.89,
LAWT0005|CHAS0002|KING0033|KING0034,1,Chasewoods Farm,11,Firs Field,381575,Oats Winter,Winter Wheat,11/10/2021,Medium Chalk,Mascani,18,154.98,18-46-00 Di Ammonium Phosphate,05/04/2022,3051.66,0.6981,2130,,,
LAWT0005|CHAS0002|KING0033|KING0034,1,Chasewoods Farm,11,Firs Field,381575,Oats Winter,Winter Wheat,11/10/2021,Medium Chalk,Mascani,18,154.98,Nitram,14/04/2022,1705.26,1.25,2132,4262,27.50,
WHAT0011,2,Burderop,86,Burderop Meadow,908,Barley Winter,Winter Wheat,27/09/2021,Medium Chalk,SY Armadillo,8.5,74.24963,Ammonium Sulphate,22/03/2022,595,0.6,357,,,
WHAT0011,2,Burderop,86,Burderop Meadow,908,Barley Winter,Winter Wheat,27/09/2021,Medium Chalk,SY Armadillo,8.5,74.24963,TSP 46%,21/01/2022,1600,0.6981,1117,,,
WHAT0011,2,Burderop,86,Burderop Meadow,908,Barley Winter,Winter Wheat,27/09/2021,Medium Chalk,SY Armadillo,8.5,74.24963,Urea 46%,26/02/2022,1275,1.52,1938,,,
WHAT0011,2,Burderop,86,Burderop Meadow,908,Barley Winter,Winter Wheat,27/09/2021,Medium Chalk,SY Armadillo,8.5,74.24963,Urea 46%,30/03/2022,585,1.52,889,,,
WHAT0011,2,Burderop,86,Burderop Meadow,908,Barley Winter,Winter Wheat,27/09/2021,Medium Chalk,SY Armadillo,8.5,74.24963,Urea 46%,13/04/2022,765,1.52,1163,5464,73.59,
WHAT0011,2,Burderop,96,Butts Road,909,Wheat Winter,Winter Beans,11/10/2021,Medium Soil,Graham,18.5,211.63793,Ammonium Sulphate,22/03/2022,1295,0.6,777,,,
WHAT0011,2,Burderop,96,Butts Road,909,Wheat Winter,Winter Beans,11/10/2021,Medium Soil,Graham,18.5,211.63793,MOP 60%,18/03/2022,2600,0.28,728,,,
WHAT0011,2,Burderop,96,Butts Road,909,Wheat Winter,Winter Beans,11/10/2021,Medium Soil,Graham,18.5,211.63793,TSP 46%,25/11/2021,4000,0.6981,2792,,,
WHAT0011,2,Burderop,96,Butts Road,909,Wheat Winter,Winter Beans,11/10/2021,Medium Soil,Graham,18.5,211.63793,Urea 46%,07/03/2022,2775,1.52,4218,,,
WHAT0011,2,Burderop,96,Butts Road,909,Wheat Winter,Winter Beans,11/10/2021,Medium Soil,Graham,18.5,211.63793,Urea 46%,05/04/2022,2867.5,1.52,4359,,,
WHAT0011,2,Burderop,96,Butts Road,909,Wheat Winter,Winter Beans,11/10/2021,Medium Soil,Graham,18.5,211.63793,Urea 46%,25/04/2022,1295,1.52,1968,14842,70.13,
WHAT0011,2,Burderop,90,Copse,910,Wheat Winter,Winter Wheat,07/10/2021,Medium Soil,KWS Extase,20,199.47992,Ammonium Sulphate,22/03/2022,1400,0.6,840,,,
WHAT0011,2,Burderop,90,Copse,910,Wheat Winter,Winter Wheat,07/10/2021,Medium Soil,KWS Extase,20,199.47992,MOP 60%,24/03/2022,4000,0.28,1120,,,
WHAT0011,2,Burderop,90,Copse,910,Wheat Winter,Winter Wheat,07/10/2021,Medium Soil,KWS Extase,20,199.47992,TSP 46%,21/01/2022,1700,0.6981,1187,,,
WHAT0011,2,Burderop,90,Copse,910,Wheat Winter,Winter Wheat,07/10/2021,Medium Soil,KWS Extase,20,199.47992,Urea 46%,28/02/2022,3400,1.52,5168,,,
WHAT0011,2,Burderop,90,Copse,910,Wheat Winter,Winter Wheat,07/10/2021,Medium Soil,KWS Extase,20,199.47992,Urea 46%,04/04/2022,3100,1.52,4712,,,
WHAT0011,2,Burderop,90,Copse,910,Wheat Winter,Winter Wheat,07/10/2021,Medium Soil,KWS Extase,20,199.47992,Urea 46%,21/04/2022,1400,1.52,2128,15155,75.97,
WHAT0011,2,Burderop,99,Cowleaze,911,Wheat Winter,Winter Wheat,15/10/2021,Medium Chalk,KWS Extase,8.5,70.27246,Ammonium Sulphate,22/03/2022,595,0.6,357,,,
WHAT0011,2,Burderop,99,Cowleaze,911,Wheat Winter,Winter Wheat,15/10/2021,Medium Chalk,KWS Extase,8.5,70.27246,MOP 60%,24/03/2022,1700,0.28,476,,,
WHAT0011,2,Burderop,99,Cowleaze,911,Wheat Winter,Winter Wheat,15/10/2021,Medium Chalk,KWS Extase,8.5,70.27246,TSP 46%,25/11/2021,900,0.6981,628,,,
WHAT0011,2,Burderop,99,Cowleaze,911,Wheat Winter,Winter Wheat,15/10/2021,Medium Chalk,KWS Extase,8.5,70.27246,Urea 46%,04/04/2022,1317.5,1.52,2003,,,
WHAT0011,2,Burderop,99,Cowleaze,911,Wheat Winter,Winter Wheat,15/10/2021,Medium Chalk,KWS Extase,8.5,70.27246,Urea 46%,21/04/2022,595,1.52,904,,,
WHAT0011,2,Burderop,99,Cowleaze,911,Wheat Winter,Winter Wheat,15/10/2021,Medium Chalk,KWS Extase,8.5,70.27246,Urea 46%,28/02/2022,1445,1.52,2196,6565,93.42,
WHAT0011,2,Burderop,85,Crescent,912,Rape Winter,Winter Barley,22/08/2021,Medium Chalk,Aardvark,32.5,86.28735,Ammonium Sulphate,10/03/2022,4225,0.6,2535,,,
WHAT0011,2,Burderop,85,Crescent,912,Rape Winter,Winter Barley,22/08/2021,Medium Chalk,Aardvark,32.5,86.28735,MOP 60%,18/03/2022,3100,0.28,868,,,
WHAT0011,2,Burderop,85,Crescent,912,Rape Winter,Winter Barley,22/08/2021,Medium Chalk,Aardvark,32.5,86.28735,TSP 46%,25/11/2021,4700,0.6981,3281,,,
WHAT0011,2,Burderop,85,Crescent,912,Rape Winter,Winter Barley,22/08/2021,Medium Chalk,Aardvark,32.5,86.28735,Urea 46%,21/03/2022,4225,1.52,6422,,,
WHAT0011,2,Burderop,85,Crescent,912,Rape Winter,Winter Barley,22/08/2021,Medium Chalk,Aardvark,32.5,86.28735,Urea 46%,28/02/2022,4875,1.52,7410,,,
WHAT0011,2,Burderop,85,Crescent,912,Rape Winter,Winter Barley,22/08/2021,Medium Chalk,Aardvark,32.5,86.28735,Urea 46%,22/08/2021,2560,1.52,3891,24407,282.86,
WHAT0011,2,Burderop,84,Dairy Seeds,913,Rape Winter,Winter Barley,04/08/2021,Medium Chalk,Aardvark,19.5,81.97463,Ammonium Sulphate,10/03/2022,2535,0.6,1521,,,
WHAT0011,2,Burderop,84,Dairy Seeds,913,Rape Winter,Winter Barley,04/08/2021,Medium Chalk,Aardvark,19.5,81.97463,TSP 46%,25/11/2021,3100,0.6981,2164,,,
WHAT0011,2,Burderop,84,Dairy Seeds,913,Rape Winter,Winter Barley,04/08/2021,Medium Chalk,Aardvark,19.5,81.97463,Urea 46%,21/03/2022,2535,1.52,3853,,,
WHAT0011,2,Burderop,84,Dairy Seeds,913,Rape Winter,Winter Barley,04/08/2021,Medium Chalk,Aardvark,19.5,81.97463,Urea 46%,01/08/2021,1560,1.52,2371,,,
WHAT0011,2,Burderop,84,Dairy Seeds,913,Rape Winter,Winter Barley,04/08/2021,Medium Chalk,Aardvark,19.5,81.97463,Urea 46%,28/02/2022,2925,1.52,4446,14356,175.12,
WHAT0011,2,Burderop,87,Down Butcher,914,Barley Winter,Winter Wheat,29/09/2021,Medium Chalk,SY Kingsbarn,51.5,593.33417,Ammonium Sulphate,22/03/2022,3605,0.6,2163,,,
